Name,PuntV,LeagV,Punt+,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g
Kyle Kuzma,-0.173223315,-0.297798059,0.124574744,WAS,SF/PF,64,34.98125,21.203125,2.5,7.234375,3.734375,0.5625,0.453125,0.448336252,17.84375,0.729957806,3.703125,2.96875
Zach Collins,-0.313151347,-0.298009067,-0.01514228,SAS,PF/C,63,22.86693122,11.6031746,0.873015873,6.380952381,2.857142857,0.587301587,0.777777778,0.518248175,8.698412698,0.76056338,2.253968254,2.047619048
Austin Reaves,-0.392248407,-0.300816717,-0.09143169,LAL,SG/SF,64,28.79947917,13.015625,1.34375,3.015625,3.359375,0.515625,0.296875,0.528571429,7.65625,0.864150943,4.140625,1.546875
Jordan Poole,-0.163079645,-0.302857493,0.139777847,GSW,PG/SG,82,29.97703252,20.42682927,2.609756098,2.743902439,4.5,0.768292683,0.256097561,0.430359937,15.58536585,0.869879518,5.06097561,3.073170732
Khris Middleton,-0.302891565,-0.30289457,3.00483E-06,MIL,SF/PF,33,24.26515152,15.06060606,1.545454545,4.242424242,4.939393939,0.696969697,0.151515152,0.435960591,12.3030303,0.901960784,3.090909091,2.151515152
Norman Powell,-0.376912935,-0.30557992,-0.071333015,LAC,SG/SF,60,26.11805556,16.98333333,1.9,2.916666667,1.816666667,0.833333333,0.3,0.478873239,11.83333333,0.812274368,4.616666667,1.683333333
Chris Boucher,-0.552230253,-0.307223999,-0.245006255,TOR,PF/C,76,20.04495614,9.368421053,0.815789474,5.539473684,0.381578947,0.618421053,0.842105263,0.493383743,6.960526316,0.761904762,2.210526316,0.539473684
Drew Eubanks,-0.504466531,-0.307836399,-0.196630132,POR,PF/C,78,20.30405983,6.641025641,0.08974359,5.358974359,1.320512821,0.512820513,1.307692308,0.640718563,4.282051282,0.664,1.602564103,0.858974359
Quentin Grimes,-0.490815901,-0.310915703,-0.179900198,NYK,SG/SF,71,29.87183099,11.25352113,2.211267606,3.225352113,2.112676056,0.661971831,0.366197183,0.468438538,8.478873239,0.795918367,1.38028169,0.971830986
Brandon Clarke,-0.491410562,-0.312834342,-0.17857622,MEM,SF/PF,56,19.46547619,9.964285714,0.017857143,5.535714286,1.285714286,0.607142857,0.660714286,0.656160458,6.232142857,0.722627737,2.446428571,0.982142857
Gordon Hayward,-0.3481276,-0.319983948,-0.028143652,CHA,SF/PF,50,31.53766667,14.66,1.04,4.3,4.12,0.84,0.24,0.475043029,11.62,0.811320755,3.18,1.98
Jalen McDaniels,-0.480050555,-0.327048899,-0.153001656,PHI,SF/PF,80,23.90916667,9.4375,0.9625,4.325,1.625,1.0375,0.425,0.455429498,7.7125,0.84057971,1.725,1.1625
Torrey Craig,-0.52239192,-0.332542431,-0.189849489,PHO,SF/PF,79,24.65527426,7.443037975,1.265822785,5.392405063,1.481012658,0.632911392,0.784810127,0.456,6.329113924,0.711111111,0.569620253,0.924050633
T.J. McConnell,-0.378600698,-0.337185732,-0.041414966,IND,PG,75,20.34977778,8.666666667,0.346666667,3.12,5.293333333,1.08,0.133333333,0.54318618,6.946666667,0.852941176,0.906666667,1.906666667
Dennis Smith Jr.,-0.439589923,-0.33907558,-0.100514343,CHA,PG,54,25.7367284,8.777777778,0.444444444,3.092592593,4.833333333,1.388888889,0.462962963,0.411504425,8.37037037,0.735849057,1.962962963,1.518518519
Caris LeVert,-0.437128593,-0.343499597,-0.093628996,CLE,SG/SF,74,30.23243243,12.12162162,1.716216216,3.810810811,3.878378378,0.972972973,0.324324324,0.431266846,10.02702703,0.722222222,2.432432432,1.567567568
Naz Reid,-0.4709168,-0.344601686,-0.126315115,MIN,C,68,18.39607843,11.48529412,1.102941176,4.897058824,1.132352941,0.617647059,0.779411765,0.537261698,8.485294118,0.677165354,1.867647059,1.352941176
Josh Richardson,-0.478691928,-0.347487176,-0.131204752,NOR,SG/SF,65,23.53179487,10.06153846,1.646153846,2.692307692,2.676923077,1.061538462,0.307692308,0.431407942,8.523076923,0.851851852,1.246153846,1.323076923
Keldon Johnson,-0.358708172,-0.349202523,-0.009505649,SAS,SF/PF,63,32.7521164,21.98412698,2.126984127,5.047619048,2.904761905,0.73015873,0.174603175,0.451931716,17.66666667,0.749235474,5.19047619,2.126984127
Tim Hardaway Jr.,-0.557000434,-0.352658935,-0.204341499,DAL,SG/SF,71,30.31361502,14.35211268,2.985915493,3.535211268,1.816901408,0.690140845,0.169014085,0.401416765,11.92957746,0.76969697,2.323943662,0.845070423
Patrick Beverley,-0.552200151,-0.355192998,-0.197007153,CHI,PG/SG,67,27.11119403,6.194029851,1.194029851,3.686567164,2.895522388,0.940298507,0.611940299,0.4,5.373134328,0.723076923,0.970149254,0.895522388
Marvin Bagley III,-0.522496287,-0.35571146,-0.166784827,DET,PF/C,42,23.58174603,12,0.452380952,6.404761905,0.857142857,0.452380952,0.714285714,0.528795812,9.095238095,0.75,2.571428571,1.095238095
Kenrich Williams,-0.602396662,-0.360484059,-0.241912603,OKC,SF/PF,53,22.75188679,8.018867925,0.943396226,4.924528302,1.981132075,0.849056604,0.264150943,0.51734104,6.528301887,0.435897436,0.735849057,0.603773585
Killian Hayes,-0.349478082,-0.361128071,0.011649988,DET,PG/SG,76,28.33618421,10.34210526,1.052631579,2.907894737,6.184210526,1.368421053,0.368421053,0.376687117,10.72368421,0.821428571,1.473684211,2.276315789
Gary Harris,-0.606701722,-0.361555411,-0.245146311,ORL,SG/SF,48,24.67430556,8.270833333,1.958333333,2.041666667,1.229166667,0.9375,0.25,0.449511401,6.395833333,0.9,0.625,0.583333333
Steven Adams,-0.410514151,-0.362086932,-0.048427219,MEM,C,42,26.98293651,8.595238095,0,11.54761905,2.30952381,0.857142857,1.095238095,0.596958175,6.261904762,0.364341085,3.071428571,1.880952381
Dorian Finney-Smith,-0.556659944,-0.365071192,-0.191588753,BKN,SF/PF,66,30.43585859,8.348484848,1.727272727,4.787878788,1.515151515,0.833333333,0.545454545,0.391217565,7.590909091,0.762711864,0.893939394,0.939393939
John Konchar,-0.625313055,-0.36873763,-0.256575424,MEM,SG/SF,72,20.7462963,5.055555556,0.833333333,4.305555556,1.388888889,1.069444444,0.347222222,0.43125,4.444444444,0.777777778,0.5,0.513888889
Isaiah Stewart,-0.497005927,-0.368743557,-0.12826237,DET,PF/C,50,28.28,11.34,1.34,8.06,1.4,0.4,0.68,0.442176871,8.82,0.738255034,2.98,1.36
Luguentz Dort,-0.515493716,-0.369438209,-0.146055507,OKC,SG/SF,74,30.70743243,13.68918919,1.824324324,4.648648649,2.081081081,1.013513514,0.310810811,0.388316151,11.7972973,0.772200772,3.5,1.243243243
Malik Monk,-0.417543785,-0.370377937,-0.047165849,SAC,SG,77,22.32900433,13.51948052,1.857142857,2.636363636,3.87012987,0.636363636,0.25974026,0.448492462,10.33766234,0.888888889,2.688311688,1.896103896
Bol Bol,-0.462848523,-0.370733684,-0.092114839,ORL,PF/C,70,21.5052381,9.057142857,0.428571429,5.785714286,0.985714286,0.428571429,1.214285714,0.546025105,6.828571429,0.759259259,1.542857143,1.6
Aleksej Pokusevski,-0.51700535,-0.373675071,-0.143330279,OKC,SF/PF/C,34,20.62794118,8.117647059,1.117647059,4.676470588,1.882352941,0.588235294,1.264705882,0.43373494,7.323529412,0.628571429,1.029411765,1.264705882
Jae Crowder,-0.651498154,-0.375163137,-0.276335017,MIL,SF/PF,18,18.8712963,6.888888889,1.333333333,3.833333333,1.5,0.666666667,0.333333333,0.478723404,5.222222222,0.833333333,0.666666667,0.388888889
Santi Aldama,-0.596796514,-0.379156625,-0.21763989,MEM,PF/C,77,21.84155844,9.038961039,1.220779221,4.818181818,1.25974026,0.584415584,0.623376623,0.47047619,6.818181818,0.75,1.87012987,0.779220779
Xavier Tillman,-0.605809791,-0.379362189,-0.226447602,MEM,PF/C,61,19.34508197,7.032786885,0.06557377,5.032786885,1.573770492,0.950819672,0.475409836,0.614379085,5.016393443,0.550561798,1.459016393,0.721311475
Kenyon Martin Jr.,-0.552373569,-0.384226086,-0.168147483,HOU,SF/PF,82,27.95182927,12.67073171,0.829268293,5.512195122,1.5,0.5,0.365853659,0.569444444,8.780487805,0.68018018,2.707317073,1.109756098
Alec Burks,-0.548679825,-0.384649627,-0.164030198,DET,PG/SG/SF,51,22.00816993,12.78431373,1.941176471,3.098039216,2.235294118,0.745098039,0.156862745,0.435729847,9,0.813829787,3.68627451,1.137254902
Jordan Clarkson,-0.263888182,-0.389231148,0.125342966,UTA,PG/SG,61,32.59562842,20.83606557,2.540983607,4.032786885,4.426229508,0.540983607,0.213114754,0.444228904,16.90163934,0.816326531,4.016393443,3.049180328
Isaiah Hartenstein,-0.604311671,-0.389295392,-0.215016279,NYK,C,82,19.82825203,4.951219512,0.097560976,6.536585366,1.243902439,0.646341463,0.780487805,0.535168196,3.987804878,0.676056338,0.865853659,0.804878049
Aaron Nesmith,-0.571412876,-0.390047853,-0.181365023,IND,SG/SF,73,24.88127854,10.10958904,1.575342466,3.794520548,1.342465753,0.753424658,0.465753425,0.427118644,8.082191781,0.838028169,1.945205479,1.02739726
Deni Avdija,-0.487764441,-0.395364345,-0.092400096,WAS,SF/PF,76,26.58311404,9.171052632,0.907894737,6.407894737,2.776315789,0.855263158,0.381578947,0.436960276,7.618421053,0.739393939,2.171052632,1.618421053
Nicolas Batum,-0.643443825,-0.401992045,-0.241451781,LAC,SF/PF,78,21.91538462,6.128205128,1.58974359,3.833333333,1.551282051,0.692307692,0.564102564,0.419947507,4.884615385,0.708333333,0.615384615,0.641025641
Victor Oladipo,-0.426923055,-0.402349025,-0.024574031,MIA,SG/SF,42,26.32301587,10.69047619,1.666666667,3.047619048,3.476190476,1.357142857,0.285714286,0.397022333,9.595238095,0.746835443,1.880952381,2.071428571
Jalen Suggs,-0.472817731,-0.402994638,-0.069823093,ORL,PG/SG,53,23.50660377,9.886792453,1.245283019,3.037735849,2.924528302,1.264150943,0.509433962,0.418918919,8.377358491,0.722689076,2.245283019,1.773584906
Luke Kennard,-0.625033306,-0.40431534,-0.220717966,MEM,SG/SF,59,22.29096045,9.254237288,2.254237288,2.677966102,1.542372881,0.542372881,0.084745763,0.492146597,6.474576271,0.948717949,0.661016949,0.779661017
Thomas Bryant,-0.649256175,-0.407568663,-0.241687511,DEN,C,59,18.3299435,9.813559322,0.440677966,5.745762712,0.525423729,0.271186441,0.508474576,0.623306233,6.254237288,0.738095238,2.13559322,0.644067797
Robert Covington,-0.645874546,-0.407609124,-0.238265422,LAC,SF/PF,48,16.21979167,6,1.125,3.458333333,1.1875,0.791666667,0.6875,0.445414847,4.770833333,0.75,0.833333333,0.666666667
