,Name,PuntV,LeagV,g,m/g,t p/g,t a/g,t 3/g,t r/g,t s/g,t b/g,t wft,t wfg,t to/g,p/g,a/g,3/g,r/g,s/g,b/g,wft,wfg,neg to/g
194,Corey Kispert,-0.645626242,-0.417711016,74,28.28693694,1.000024053,1.000003237,1.628710327,1.06020087,0.781896538,0.536065791,0.081709273,0.918215945,43.76737947,11.08108108,1.175675676,2.202702703,2.797297297,0.432432432,0.121621622,0.081709273,0.171863516,-0.743243243
195,Jalen Green,-0.360012483,-0.418381846,76,34.24035088,1.000030976,1.000026153,1.743965963,1.077793214,0.92838577,0.652946158,0.015927504,0.242262686,3.374735048,22.14473684,3.697368421,2.460526316,3.736842105,0.776315789,0.236842105,0.015927504,-1.058825309,-2.631578947
196,Marcus Morris,-0.631208725,-0.42084177,65,28.08,1.000024159,1.000011236,1.399475798,1.081494915,0.879705667,0.715787318,-0.002614633,0.611182279,39.15471342,11.2,1.753846154,1.723076923,3.969230769,0.646153846,0.323076923,-0.002614633,-0.490345565,-0.861538462
197,Jevon Carter,-0.61725071,-0.42210678,81,22.35,1.000020841,1.000017775,1.414481638,1.05330444,0.941667476,0.737878756,0.015118754,0.67571906,35.47247427,8.037037037,2.432098765,1.75308642,2.49382716,0.814814815,0.358024691,0.015118754,-0.367508412,-0.962962963
198,Russell Westbrook,-0.235112719,-0.42350065,73,29.12123288,1.000027649,1.000040426,1.130221791,1.105000018,1.011889711,0.790600798,-0.548474988,0.583905626,0.221760642,15.87671233,7.547945205,1.219178082,5.794520548,1.04109589,0.452054795,-0.548474988,-0.539926486,-3.493150685
199,Max Strus,-0.632246306,-0.423578695,80,28.39875,1.000024456,1.000015193,1.744829932,1.068808118,0.827698851,0.570390715,0.103286545,0.522036845,38.65172276,11.5375,2.1375,2.4625,3.225,0.525,0.15,0.103286545,-0.647496983,-0.875
200,Coby White,-0.614959523,-0.425062803,74,23.3768018,1.000022682,1.000020281,1.402811007,1.06163989,0.911676574,0.475450869,0.083116406,0.726864504,34.18873016,9.662162162,2.756756757,1.72972973,2.864864865,0.72972973,0.081081081,0.083116406,-0.264369764,-1
201,Keita Bates-Diop,-0.64472251,-0.429387268,67,21.67835821,1.000022677,1.000008601,0.89513665,1.077211194,0.895508547,0.699227081,0.02187465,0.937610127,40.12796906,9.656716418,1.537313433,0.835820896,3.701492537,0.686567164,0.298507463,0.02187465,0.22091654,-0.835820896
202,Jordan Goodwin,-0.63622725,-0.433096393,62,17.84623656,1.000018817,1.000019937,0.739046868,1.070324218,0.980617715,0.773226654,-0.017190698,0.776082767,37.0254559,6.564516129,2.709677419,0.612903226,3.306451613,0.935483871,0.419354839,-0.017190698,-0.160010509,-0.919354839
203,Gary Payton II,-0.665542359,-0.433261388,22,16.70984848,1.000015241,1.000006203,0.722550688,1.067116691,1,0.6450251,0.023411882,0.994967044,44.41704997,4.590909091,1.363636364,0.590909091,3.136363636,1,0.227272727,0.023411882,0.371681053,-0.727272727
204,Paolo Banchero,-0.357509393,-0.43586464,72,33.74652778,1.000029937,1.000026361,1.107969454,1.116045056,0.947898613,0.834066505,-0.339200813,0.452860145,2.440141223,19.95833333,3.736111111,1.180555556,6.902777778,0.833333333,0.541666667,-0.339200813,-0.760149947,-2.777777778
205,Troy Brown Jr,-0.681219292,-0.436070511,76,24.46885965,1.000019627,1.000004463,1.235298186,1.082773706,0.92838577,0.630578695,0.045277058,0.719801435,47.87915203,7.118421053,1.25,1.407894737,4.052631579,0.776315789,0.210526316,0.045277058,-0.278928841,-0.644736842
206,Isaiah Joe,-0.698979384,-0.436963051,73,19.11210046,1.000022477,1.000003738,1.629978263,1.050943127,0.884224788,0.519790914,0.04991417,0.737702282,52.79447791,9.465753425,1.205479452,2.205479452,2.397260274,0.657534247,0.109589041,0.04991417,-0.241828979,-0.534246575
207,Andrew Nembhard,-0.527185737,-0.438706407,75,27.64622222,1.000022464,1.000030288,1.134504959,1.057022152,0.979955587,0.595325883,0.005588205,0.710485363,15.85772109,9.453333333,4.546666667,1.226666667,2.653333333,0.933333333,0.173333333,0.005588205,-0.297975432,-1.68
208,Jonathan Isaac,-0.72784541,-0.439623297,11,11.27424242,1.000016095,0.999987877,0.68769484,1.081969627,1.073341029,0.741282731,-0.186551264,0.713422654,61.03994176,5,0.545454545,0.545454545,4,1.272727273,0.363636364,-0.186551264,-0.291989319,-0.363636364
209,Jalen Smith,-0.629233342,-0.445680118,68,18.80588235,1.000022451,0.999999403,0.867279079,1.104995651,0.708337448,0.963636837,-0.049236527,0.849317041,32.2152543,9.441176471,0.970588235,0.794117647,5.794117647,0.308823529,0.882352941,-0.049236527,0.005095362,-1.058823529
210,Dennis Schroder,-0.535475324,-0.448362463,66,30.08989899,1.000025318,1.000030149,1.07322837,1.053452433,0.921751733,0.572089752,0.280942585,0.553298395,15.51544191,12.57575758,4.515151515,1.121212121,2.5,0.757575758,0.151515152,0.280942585,-0.593974744,-1.696969697
211,Justise Winslow,-0.568144298,-0.448525662,29,26.75114943,1.000019108,1.000024354,0.637734695,1.095777719,1.009999088,0.750598492,-0.066888082,0.630315393,20.21975167,6.75862069,3.379310345,0.482758621,5,1.034482759,0.379310345,-0.066888082,-0.454751296,-1.482758621
212,Jose Alvarado,-0.592483088,-0.449280831,61,21.47377049,1.000021991,1.000022298,1.209529036,1.048768966,1.02791649,0.585584386,0.037950615,0.595903994,24.16777167,9.016393443,3.049180328,1.360655738,2.31147541,1.098360656,0.163934426,0.037950615,-0.518283498,-1.327868852
213,Reggie Bullock,-0.723925526,-0.449336265,78,30.31303419,1.00001973,1.000006508,1.503859364,1.075987651,0.897699527,0.588455897,-0.038356644,0.656545384,56.20925659,7.192307692,1.384615385,1.935897436,3.628205128,0.692307692,0.166666667,-0.038356644,-0.404834251,-0.461538462
214,Matisse Thybulle,-0.748029791,-0.454112955,71,16.90516432,1.000014175,0.999994152,0.844456617,1.039339527,1.046896477,0.789901046,-0.041404991,0.782605979,62.34843481,4.126760563,0.746478873,0.76056338,1.971830986,1.169014085,0.450704225,-0.041404991,-0.145789603,-0.338028169
215,Cam Reddish,-0.622548526,-0.455398776,40,24.74041667,1.000022696,1.000007083,1.075466565,1.045827075,0.992597266,0.732945187,0.130820019,0.740758633,28.54750959,9.675,1.425,1.125,2.2,0.975,0.35,0.130820019,-0.235427991,-1.175
216,Eric Gordon,-0.576817482,-0.459536135,69,28.48405797,1.000025182,1.000019508,1.492868086,1.038440391,0.870412043,0.740486877,0.093386385,0.717093073,19.63869859,12.4057971,2.652173913,1.913043478,1.942028986,0.623188406,0.362318841,0.093386385,-0.284484359,-1.507246377
217,Dillon Brooks,-0.590686848,-0.460731394,73,30.33287671,1.000026633,1.000019026,1.514874097,1.070983366,0.966508814,0.638139313,-0.009159576,0.219201756,21.64486459,14.34246575,2.589041096,1.95890411,3.342465753,0.890410959,0.219178082,-0.009159576,-1.087871699,-1.424657534
218,Joe Ingles,-0.625582308,-0.460879407,46,22.68623188,1.000019303,1.00002364,1.439889037,1.059883704,0.907125348,0.547279939,0.033590961,0.749602599,27.92669656,6.891304348,3.260869565,1.804347826,2.782608696,0.717391304,0.130434783,0.033590961,-0.216795269,-1.195652174
219,Charles Bassey,-0.630088352,-0.461619411,35,14.51047619,1.00001738,1.000006317,0.219253719,1.101891505,0.794752756,0.982737477,-0.199766236,1.093211533,28.65580956,5.685714286,1.371428571,0.085714286,5.514285714,0.457142857,0.942857143,-0.199766236,0.650887254,-1.171428571
220,Grant Williams,-0.654958874,-0.465736811,79,25.88164557,1.000020936,1.000010115,1.261039824,1.090529318,0.824905516,0.758175625,-0.020185368,0.7888723,32.90561225,8.113924051,1.658227848,1.455696203,4.594936709,0.518987342,0.392405063,-0.020185368,-0.132041097,-1.037974684
221,Bones Hyland,-0.597545168,-0.4721696,56,19.38452381,1.000024654,1.000022443,1.576386339,1.051277435,0.899264437,0.677163721,0.108510876,0.440821632,20.6657256,11.76785714,3.071428571,2.089285714,2.410714286,0.696428571,0.267857143,0.108510876,-0.778970657,-1.464285714
222,Ayo Dosunmu,-0.641240585,-0.480439008,80,26.21916667,1.000021503,1.000018917,0.828545957,1.059173916,0.927923693,0.717045578,0.021848278,0.898583231,26.6969533,8.5875,2.575,0.7375,2.75,0.775,0.325,0.021848278,0.123166735,-1.2375
223,Terance Mann,-0.681974742,-0.482967675,81,23.1100823,1.000021751,1.00001641,0.969201605,1.072155208,0.824686753,0.679953966,-0.005683869,0.960742924,34.61307865,8.802469136,2.271604938,0.950617284,3.407407407,0.518518519,0.271604938,-0.005683869,0.280683332,-0.987654321
224,Pat Connaughton,-0.763602432,-0.495313919,61,23.65027322,1.000020333,1.000004659,1.431265189,1.091125558,0.863529626,0.602336582,-0.084033917,0.562349572,52.48539032,7.639344262,1.262295082,1.786885246,4.639344262,0.606557377,0.180327869,-0.084033917,-0.578163487,-0.540983607
225,Precious Achiuwa,-0.686923144,-0.498834182,55,20.73606061,1.000022232,0.999998094,0.673443569,1.106808024,0.845129357,0.835788382,-0.184759443,0.876463214,31.76037234,9.236363636,0.909090909,0.527272727,5.963636364,0.563636364,0.545454545,-0.184759443,0.069433778,-1.072727273
226,Julian Champagnie,-0.753780829,-0.500882661,17,18.83137255,1.000022728,0.999989387,1.506391172,1.07430086,0.736647432,0.696168116,0.039966756,0.772821152,47.77933146,9.705882353,0.588235294,1.941176471,3.529411765,0.352941176,0.294117647,0.039966756,-0.167086268,-0.647058824
227,Mo Bamba,-0.759438462,-0.501218713,49,15.68231293,1.000018859,0.999998736,0.987344233,1.090487494,0.677456399,0.962081861,-0.154711932,0.867546644,49.29084825,6.591836735,0.93877551,0.979591837,4.591836735,0.265306122,0.87755102,-0.154711932,0.048107934,-0.612244898
228,Lonnie Walker,-0.728982572,-0.502345,56,23.16071429,1.000024578,1.000002671,1.349721369,1.038573943,0.83262093,0.702716724,0.141827829,0.727839241,40.67973283,11.67857143,1.142857143,1.625,1.946428571,0.535714286,0.303571429,0.141827829,-0.262352455,-0.821428571
229,Collin Sexton,-0.591863932,-0.508442569,48,23.85625,1.000026583,1.000021121,1,1.045488472,0.844628943,0.540430124,0.147313153,0.967903255,14.08392383,14.27083333,2.875,1,2.1875,0.5625,0.125,0.147313153,0.299465003,-1.770833333
230,Isaac Okoro,-0.783789869,-0.514828467,76,21.74144737,1.000018637,1.000002703,0.881823749,1.052500043,0.914275431,0.759506141,-0.035617811,0.883703206,51.95389591,6.447368421,1.144736842,0.815789474,2.460526316,0.736842105,0.394736842,-0.035617811,0.086890163,-0.552631579
231,Kevin Love,-0.698655354,-0.516852787,62,19.99139785,1.000021053,1.000012529,1.335191359,1.111608016,0.671976398,0.615081268,0.140254811,0.554516145,29.96281866,8.209677419,1.870967742,1.596774194,6.435483871,0.258064516,0.193548387,0.140254811,-0.591855813,-1.129032258
232,Jeremy Sochan,-0.608439126,-0.517960556,56,26.02857143,1.000023947,1.00001861,0.72132389,1.099032308,0.925405551,0.768477172,-0.176665502,0.745852272,14.82203436,10.96428571,2.535714286,0.589285714,5.267857143,0.767857143,0.410714286,-0.176665502,-0.224716694,-1.732142857
233,Paul Reed,-0.77490907,-0.52035284,69,10.94299517,1.000014254,0.999981235,0.073137974,1.078773498,0.887811441,0.914427584,-0.028430369,0.989236175,47.55993548,4.15942029,0.391304348,0.014492754,3.797101449,0.666666667,0.739130435,-0.028430369,0.356225471,-0.652173913
234,Gabe Vincent,-0.668886785,-0.520575005,68,25.86176471,1.000022435,1.00001797,1.398226894,1.043972508,0.973254448,0.461892059,0.101207542,0.54199343,23.49605989,9.426470588,2.455882353,1.720588235,2.132352941,0.911764706,0.073529412,0.101207542,-0.61352314,-1.352941176
235,Jeremiah Robinson-Earl,-0.808279072,-0.521664579,43,18.92364341,1.000019156,1,0.911349039,1.084768647,0.842702094,0.668007127,0.048613219,0.764325451,57.15856653,6.790697674,1,0.860465116,4.186046512,0.558139535,0.255813953,0.048613219,-0.185408893,-0.441860465
236,Bennedict Mathurin,-0.58111029,-0.522862818,78,28.49188034,1.00002815,1.000007938,1.165878152,1.083141503,0.867198972,0.588455897,0.259776337,0.603219854,11.00947388,16.69230769,1.487179487,1.282051282,4.076923077,0.615384615,0.166666667,0.259776337,-0.504958941,-1.948717949
237,Josh Green,-0.698934873,-0.526667779,60,25.65388889,1.000022083,1.000010808,1.080380478,1.065092978,0.900615408,0.479321712,-0.094248162,1.001008138,27.79717747,9.1,1.716666667,1.133333333,3.033333333,0.7,0.083333333,-0.094248162,0.38806946,-1.2
238,Isaiah Livers,-0.799198111,-0.531799203,52,23.05096154,1.000018952,0.999995247,1.243509673,1.059173916,0.833871782,0.832602898,0.027712624,0.696154173,50.85725711,6.653846154,0.788461538,1.423076923,2.75,0.538461538,0.538461538,0.027712624,-0.326931118,-0.576923077
239,Maxi Kleber,-0.776405528,-0.532137634,37,25.12837838,1.000017827,1.000006807,1.033052523,1.076331286,0.718591821,0.939822084,-0.075010295,0.807039139,44.31667745,5.945945946,1.405405405,1.054054054,3.648648649,0.324324324,0.810810811,-0.075010295,-0.091692068,-0.72972973
240,A.J. Griffin,-0.801404176,-0.534624259,72,19.46203704,1.000021833,1.000000276,1.232522992,1.043767592,0.853692096,0.588455897,0.071841044,0.813561235,50.57050947,8.875,1.013888889,1.402777778,2.125,0.583333333,0.166666667,0.071841044,-0.077026567,-0.583333333
241,Seth Curry,-0.765206631,-0.536517247,61,19.84808743,1.000022189,1.000009685,1.306179418,1.028489129,0.856613783,0.526923784,0.129574654,0.807081256,40.11863293,9.196721311,1.62295082,1.540983607,1.639344262,0.590163934,0.114754098,0.129574654,-0.091597669,-0.836065574
242,Javonte Green,-0.798338573,-0.537515991,32,15.00729167,1.000016402,0.999993395,0.573260037,1.059173916,0.919036965,0.882802376,-0.164384985,0.968401283,48.7333489,5.15625,0.71875,0.40625,2.75,0.75,0.65625,-0.164384985,0.300776349,-0.625
243,Theo Maledon,-0.69110885,-0.538706014,44,19.40037879,1.000019028,1.000024794,0.756395258,1.060161166,0.950419527,0.680784271,0.11400826,0.644520483,23.81680731,6.704545455,3.454545455,0.636363636,2.795454545,0.840909091,0.272727273,0.11400826,-0.427880859,-1.340909091
244,Dean Wade,-0.840628493,-0.542938587,44,20.25984848,1.000015437,0.999996535,1.013978278,1.072185305,0.87577279,0.803404376,-0.068680479,0.731622524,59.89437757,4.681818182,0.840909091,1.022727273,3.409090909,0.636363636,0.477272727,-0.068680479,-0.254503946,-0.386363636
245,Jaylin Williams,-0.791163118,-0.548675706,49,18.65782313,1.000017712,1.000008778,0.961726081,1.094753104,0.848541707,0.659441493,-0.088007825,0.762158278,43.28916566,5.87755102,1.551020408,0.93877551,4.918367347,0.571428571,0.244897959,-0.088007825,-0.190057955,-0.755102041
246,Rui Hachimura,-0.78226515,-0.552381916,63,23.27116402,1.000024179,0.999998346,0.877634002,1.089126938,0.703425556,0.769573971,-0.083237399,0.888411784,39.92040377,11.22222222,0.920634921,0.80952381,4.492063492,0.301587302,0.412698413,-0.083237399,0.098311054,-0.841269841
247,Joe Harris,-0.826616736,-0.553088545,74,20.63581081,1.000020275,1.000006221,1.495698565,1.046263651,0.795932626,0.597695465,-0.053239924,0.797826191,51.8892401,7.594594595,1.364864865,1.918918919,2.216216216,0.459459459,0.175675676,-0.053239924,-0.112245871,-0.554054054
248,Ty Jerome,-0.81240584,-0.555636941,45,18.12296296,1.000019267,1.000021972,0.856212298,1.031752831,0.821211603,0.521917034,0.130531802,0.874213598,46.94202879,6.866666667,3,0.777777778,1.733333333,0.511111111,0.111111111,0.130531802,0.064035401,-0.666666667
249,Jonathan Kuminga,-0.698741758,-0.555870688,67,20.80870647,1.000022966,1.000012473,0.875252217,1.072872807,0.865771675,0.796058534,-0.27062159,0.99318028,21.81464892,9.940298507,1.865671642,0.805970149,3.447761194,0.611940299,0.462686567,-0.27062159,0.366852823,-1.417910448
250,Dwight Powell,-0.785424652,-0.557076677,76,19.18267544,1.000018958,0.999998067,0,1.083961545,0.87383514,0.728013174,-0.25840166,1.17598877,39.3907011,6.657894737,0.907894737,0,4.131578947,0.631578947,0.342105263,-0.25840166,0.908392153,-0.855263158
251,Trey Lyles,-0.784315762,-0.557385317,74,16.8536036,1.000020275,0.999997712,1.105138246,1.082795301,0.743865664,0.772988699,0.051867982,0.805236448,39.0300115,7.594594595,0.891891892,1.175675676,4.054054054,0.364864865,0.418918919,0.051867982,-0.09572873,-0.864864865
252,Naji Marshall,-0.729563313,-0.56194611,77,23.27164502,1.000022044,1.000017959,0.909173917,1.075906222,0.901105463,0.603805502,0.011383575,0.699717193,26.05861189,9.064935065,2.454545455,0.857142857,3.623376623,0.701298701,0.181818182,0.011383575,-0.319770869,-1.25974026
253,Thaddeus Young,-0.80450293,-0.563590032,54,14.72962963,1.000014917,1.00000657,0.25737384,1.065900842,1,0.494502594,-0.043937575,0.951169673,42.38464952,4.444444444,1.388888889,0.111111111,3.074074074,1,0.092592593,-0.043937575,0.25578171,-0.777777778
254,Anthony Lamb,-0.793386606,-0.566270964,62,19.2733871,1.000019012,1.000008744,1.106150409,1.073225191,0.791919115,0.71546175,-0.016350957,0.837629005,38.8019252,6.693548387,1.548387097,1.177419355,3.467741935,0.451612903,0.322580645,-0.016350957,-0.022072765,-0.870967742
255,Cam Payne,-0.669975844,-0.566641955,48,20.17430556,1.000023293,1.000029896,1.240046706,1.046051804,0.89586546,0.588455897,-0.023916875,0.565450618,15.70582065,10.27083333,4.458333333,1.416666667,2.208333333,0.6875,0.166666667,-0.023916875,-0.572713354,-1.6875
256,Landry Shamet,-0.789433997,-0.566671114,40,20.17166667,1.000021576,1.000016875,1.474459628,1.029747537,0.881239209,0.540430124,0.125957613,0.463881761,37.72926638,8.65,2.325,1.875,1.675,0.65,0.125,0.125957613,-0.742719223,-0.9
257,Sam Hauser,-0.873341941,-0.570485377,80,16.125,1.000018563,0.999997613,1.412942871,1.054638639,0.742447442,0.67312718,-0.016507064,0.801220773,60.46531816,6.4,0.8875,1.75,2.55,0.3625,0.2625,-0.016507064,-0.104694687,-0.375
258,Josh Okogie,-0.802943396,-0.575309442,72,18.75671296,1.000019943,1.000007546,0.947671906,1.073547468,0.928898542,0.800878973,-0.158944862,0.61394311,38.65172276,7.347222222,1.458333333,0.916666667,3.486111111,0.777777778,0.472222222,-0.158944862,-0.485251405,-0.875
259,Chuma Okeke,-0.840585116,-0.575692553,27,19.18518519,1.000015562,1.000006302,0.976957429,1.074751529,0.902011282,0.766640854,-0.016845029,0.574423342,48.53206075,4.740740741,1.37037037,0.962962963,3.555555556,0.703703704,0.407407407,-0.016845029,-0.556848128,-0.62962963
260,Taurean Prince,-0.744773063,-0.577897366,54,22.08179012,1.000022115,1.000008837,1.214856013,1.052107894,0.824686753,0.684491151,0.086401398,0.820683156,25.5485698,9.12962963,1.555555556,1.37037037,2.444444444,0.518518519,0.277777778,0.086401398,-0.06090268,-1.277777778
261,Georges Niang,-0.833845716,-0.578151046,78,19.38226496,1.000021001,0.999999742,1.52224555,1.050305484,0.755463736,0.601504186,0.047944622,0.750272983,45.86219834,8.166666667,0.987179487,1.974358974,2.371794872,0.384615385,0.179487179,0.047944622,-0.215376154,-0.692307692
262,Terrence Ross,-0.835380371,-0.578198446,63,21.11851852,1.000021146,1.000008215,1.288805004,1.052107894,0.841555234,0.580020252,0.005696344,0.691379904,46.27155162,8.285714286,1.507936508,1.507936508,2.444444444,0.555555556,0.158730159,0.005696344,-0.336485586,-0.682539683
263,Jaden Ivey,-0.458369407,-0.582798332,74,31.13963964,1.000027894,1.000033088,1.347987368,1.08028622,0.944879605,0.647080957,-0.174977104,0.432392451,0.737655461,16.27027027,5.22972973,1.621621622,3.891891892,0.824324324,0.22972973,-0.174977104,-0.792014414,-3.202702703
264,Aaron Wiggins,-0.824966188,-0.582849444,70,18.53333333,1.000019232,1.000002671,0.792110286,1.06442435,0.842260179,0.633890339,0.048100734,0.925557266,42.07112521,6.842857143,1.142857143,0.685714286,3,0.557142857,0.214285714,0.048100734,0.190319849,-0.785714286
265,Jalen Johnson,-0.855418895,-0.582958298,70,14.87880952,1.000017304,1.000003407,0.592516897,1.082407356,0.8358638,0.807583723,-0.173112674,0.876258378,50.4642833,5.642857143,1.185714286,0.428571429,4.028571429,0.542857143,0.485714286,-0.173112674,0.068941733,-0.585714286
266,James Wiseman,-0.772384492,-0.582969589,45,19.27185185,1.000023026,0.999991891,0.224234838,1.106487642,0.579208017,0.859698326,-0.177901725,1.081594436,29.82841627,10,0.666666667,0.088888889,5.933333333,0.155555556,0.6,-0.177901725,0.616424245,-1.133333333
267,JaMychal Green,-0.807305585,-0.584212422,57,13.97719298,1.000018596,0.999997775,0.828089329,1.075450941,0.785151168,0.764462403,-0.008749087,0.961586215,37.28165376,6.421052632,0.894736842,0.736842105,3.596491228,0.438596491,0.403508772,-0.008749087,0.282888318,-0.912280702
268,Jericho Sims,-0.868257424,-0.585408272,52,15.62275641,1.000012305,0.999985353,0,1.091319103,0.694299098,0.832602898,-0.010326971,1.081897442,53.48782779,3.423076923,0.480769231,0,4.653846154,0.288461538,0.538461538,-0.010326971,0.61731806,-0.519230769
269,T.J. Warren,-0.87549548,-0.586040221,42,16.35079365,1.000020117,0.999999024,0.670707872,1.061977793,0.827147586,0.690221532,0.013697787,0.882844076,55.50940308,7.476190476,0.952380952,0.523809524,2.880952381,0.523809524,0.285714286,0.013697787,0.084812093,-0.476190476
270,Jaylen Nowell,-0.797194889,-0.587049795,65,19.25717949,1.000023824,1.000014168,1.018895925,1.056157156,0.879705667,0.468101038,-0.008810814,0.725927707,34.18873016,10.83076923,2.030769231,1.030769231,2.615384615,0.646153846,0.076923077,-0.008810814,-0.266306699,-1
271,Trendon Watford,-0.781490058,-0.592657847,62,19.05833333,1.000020019,1.000014808,0.570620272,1.079441843,0.823569591,0.615081268,-0.102520413,1.020321619,29.46092083,7.403225806,2.096774194,0.403225806,3.838709677,0.516129032,0.193548387,-0.102520413,0.441132667,-1.14516129
272,Reggie Jackson,-0.699452494,-0.593339013,68,24.36617647,1.000023215,1.000024631,1.237394511,1.043562006,0.897268794,0.487498623,0.145325188,0.544335848,15.63172171,10.19117647,3.426470588,1.411764706,2.117647059,0.691176471,0.088235294,0.145325188,-0.609490793,-1.691176471
273,Devonte' Graham,-0.849315574,-0.596447485,73,18.33378995,1.000019993,1.000019753,1.352355362,1.029615782,0.867634506,0.638139313,-0.063653534,0.548047938,44.46798258,7.383561644,2.684931507,1.630136986,1.671232877,0.616438356,0.219178082,-0.063653534,-0.603081253,-0.726027397
274,Shaedon Sharpe,-0.804161254,-0.598297161,80,22.23208333,1.000022888,1.000003225,1.161913081,1.063408152,0.803740848,0.700259911,-0.090925987,0.835001449,32.92144607,9.8625,1.175,1.275,2.95,0.475,0.3,-0.090925987,-0.028136765,-1.0375
275,Cory Joseph,-0.825595462,-0.599249481,62,19.79569892,1.000019297,1.000025056,1.077845996,1.030947412,0.838353766,0.564882514,0.009411109,0.722344954,37.61133946,6.887096774,3.5,1.129032258,1.709677419,0.548387097,0.14516129,0.009411109,-0.27369774,-0.903225806
276,Andre Drummond,-0.797707814,-0.603601381,67,12.67686567,1.000017843,0.999985836,0,1.113460828,0.889750776,0.764168647,-0.461870627,1.052632179,30.26520872,5.955223881,0.492537313,0,6.626865672,0.671641791,0.402985075,-0.461870627,0.532228721,-1.119402985
277,Bismack Biyombo,-0.841960786,-0.604743162,61,14.3284153,1.000014613,0.99999829,0,1.085882017,0.698938196,1.114550345,-0.489334196,0.984818307,40.11863293,4.31147541,0.918032787,0,4.262295082,0.295081967,1.442622951,-0.489334196,0.344371234,-0.836065574
278,R.J. Barrett,-0.628564572,-0.605195906,73,33.91073059,1.000029757,1.000020257,1.366350099,1.096287579,0.7777443,0.626066809,-0.235021388,0.504399085,6.938036842,19.60273973,2.753424658,1.657534247,5.04109589,0.424657534,0.205479452,-0.235021388,-0.676964041,-2.246575342
279,Jae'Sean Tate,-0.739707258,-0.605524439,31,21.85376344,1.000022115,1.000019937,0.584613299,1.078924287,0.891990212,0.643790753,-0.13115559,0.86176258,19.43076201,9.129032258,2.709677419,0.419354839,3.806451613,0.677419355,0.225806452,-0.13115559,0.034375473,-1.516129032
280,Damion Lee,-0.809876666,-0.605609031,74,20.3527027,1.000020995,1.000005821,1.277449758,1.065236635,0.767226192,0.497642977,0.169047078,0.75614775,32.37230777,8.162162162,1.337837838,1.486486486,3.040540541,0.405405405,0.094594595,0.169047078,-0.202899262,-1.054054054
281,Talen Horton-Tucker,-0.678652525,-0.608184451,65,20.20333333,1.000023739,1.000026619,0.932036437,1.068916686,0.873506205,0.787532499,-0.086746557,0.588132205,11.17297342,10.73846154,3.784615385,0.892307692,3.230769231,0.630769231,0.446153846,-0.086746557,-0.532332074,-1.938461538
282,Mike Muscala,-0.923018612,-0.613305105,63,14.9989418,1.000018049,0.999995378,1.167934638,1.06875578,0.656279439,0.751558641,-0.011829494,0.791863601,60.96676913,6.079365079,0.793650794,1.285714286,3.222222222,0.238095238,0.380952381,-0.011829494,-0.125447648,-0.365079365
283,Jordan Nwora,-0.817908751,-0.614158961,62,19.16182796,1.000021682,1.000007004,1.223994163,1.077079675,0.756890897,0.643790753,0.00989696,0.716725746,32.02848137,8.741935484,1.419354839,1.387096774,3.693548387,0.387096774,0.225806452,0.00989696,-0.285236679,-1.064516129
284,Terence Davis,-0.859108774,-0.618915421,64,13.13958333,1.000019072,1.000000916,1.22591635,1.045062642,0.889841433,0.609329208,0.00479384,0.709848799,40.42237312,6.734375,1.046875,1.390625,2.171875,0.671875,0.1875,0.00479384,-0.299270413,-0.828125
285,Jamal Cain,-0.934370187,-0.619115994,18,13.33518519,1.000016946,0.999991891,0.558001329,1.062143837,0.865427219,0.425123053,-0.013243246,0.972403136,62.5903722,5.444444444,0.666666667,0.388888889,2.888888889,0.611111111,0.055555556,-0.013243246,0.311337269,-0.333333333
286,Ish Wainright,-0.932532988,-0.621976298,60,15.25083333,1.000014311,0.999997519,0.968812806,1.048902681,0.874546812,0.74310552,0.028492627,0.659196323,60.88634798,4.183333333,0.883333333,0.95,2.316666667,0.633333333,0.366666667,0.028492627,-0.399716142,-0.366666667
287,Yuta Watanabe,-0.932139371,-0.623330799,58,15.99683908,1.000017141,0.999996215,1.02116179,1.051779034,0.781153866,0.695456825,-0.048749049,0.873670374,60.24832159,5.551724138,0.827586207,1.034482759,2.431034483,0.431034483,0.293103448,-0.048749049,0.062733653,-0.379310345
288,Willy Hernangomez,-0.830154176,-0.623633484,37,12.36936937,1.000019574,0.999997712,0.211855427,1.094072829,0.795932626,0.733781532,-0.013257195,0.942187072,32.37230777,7.081081081,0.891891892,0.081081081,4.864864865,0.459459459,0.351351351,-0.013257195,0.232632256,-1.054054054
289,Hamidou Diallo,-0.801345279,-0.626846468,56,17.78333333,1.000022323,0.99999964,0.224852658,1.073164374,0.983970912,0.690221532,-0.517272734,1.094194636,25.82824597,9.321428571,0.982142857,0.089285714,3.464285714,0.946428571,0.285714286,-0.517272734,0.653822118,-1.267857143
290,Jordan McLaughlin,-0.881473114,-0.63061468,43,15.77868217,1.000013202,1.000024721,0.697530206,1.021013789,0.916940369,0.495182148,0.020834237,0.764289469,42.79533288,3.744186047,3.441860465,0.558139535,1.441860465,0.744186047,0.093023256,0.020834237,-0.185486164,-0.76744186
291,Cedi Osman,-0.89571934,-0.630860494,77,20.10865801,1.00002162,1.000008023,1.288043051,1.048101197,0.793424838,0.562214039,-0.124996973,0.77130186,46.57550242,8.688311688,1.493506494,1.506493506,2.285714286,0.454545455,0.142857143,-0.124996973,-0.170374356,-0.675324675
